iso_o,iso_o_num,iso_d,iso_d_num,contig,dist,distcap
TWN,C158,PCN,C612,0,12910.48,12910.48
COM,C174,PCN,C612,0,15882.25,15882.25
PYF,C258,PCN,C612,0,2184.263,2184.263
ARG,C032,PCN,C612,0,6850.745,6850.745
IND,C356,PCN,C612,0,17300.15,17300.15
FJI,C242,PCN,C612,0,5354.307,5354.307
MAR,C504,PCN,C612,0,14516.75,14516.75
NPL,C524,PCN,C612,0,16504.03,16504.03
ETH,C231,PCN,C612,0,17899.25,17899.25
MDV,C462,PCN,C612,0,16605.84,16605.84
ANT,C530,PCN,C612,0,7814.459,7814.459
HTI,C332,PCN,C612,0,7916.452,7916.452
URY,C858,PCN,C612,0,7052.703,7052.703
GAB,C266,PCN,C612,0,14887.09,14887.09
CAF,C140,PCN,C612,0,15974.03,15974.03
ARM,C051,PCN,C612,0,18277.4,18277.4
NOR,C578,PCN,C612,0,15130.19,15130.19
MLI,C466,PCN,C612,0,13826.85,13826.85
KEN,C404,PCN,C612,0,16779.61,16779.61
IDN,C360,PCN,C612,0,12975.26,12975.26
GIB,C292,PCN,C612,0,14670.22,14670.22
CIV,C384,PCN,C612,0,13886.47,13835.5
MMR,C104,PCN,C612,0,15161.51,15161.51
MSR,C500,PCN,C612,0,8699.421,8699.421
YUG,,PCN,C612,0,16597.1,16597.1
GEO,C268,PCN,C612,0,18122.05,18122.05
KAZ,C398,PCN,C612,0,16850.63,16597.48
CYM,C136,PCN,C612,0,7223.23,7223.23
NFK,C574,PCN,C612,0,6086.252,6086.252
ARE,C784,PCN,C612,0,19574.22,19574.22
KOR,C410,PCN,C612,0,12770.84,12770.84
AND,C020,PCN,C612,0,15230.48,15230.48
ESP,C724,PCN,C612,0,14816.84,14816.84
AIA,C660,PCN,C612,0,8709.978,8709.978
MTQ,C474,PCN,C612,0,8685.074,8685.074
NER,C562,PCN,C612,0,14875.78,14875.78
PAK,C586,PCN,C612,0,17594.19,17594.19
BRB,C052,PCN,C612,0,8739.663,8739.663
TMP,,PCN,C612,0,11032.98,11032.98
BGR,C100,PCN,C612,0,16912.82,16912.82
COG,C178,PCN,C612,0,15065.62,15065.62
GRL,C304,PCN,C612,0,11971.51,11971.51
JPN,C392,PCN,C612,0,11622.8,11622.8
STP,C678,PCN,C612,0,14628.74,14628.74
SVK,C703,PCN,C612,0,16190.2,16190.2
TKL,C772,PCN,C612,0,4779.712,4779.712
HUN,C348,PCN,C612,0,16349.03,16349.03
FRA,C250,PCN,C612,0,15152.12,15152.12
BWA,C072,PCN,C612,0,13916.61,13916.61
BTN,C064,PCN,C612,0,16066.71,16066.71
MUS,C480,PCN,C612,0,14932.97,14932.97
GTM,C320,PCN,C612,0,6160.155,6160.155
MLT,C470,PCN,C612,0,16455.52,16455.52
RUS,C643,PCN,C612,0,16477.19,16477.19
DEU,C276,PCN,C612,0,15372.79,15714.11
PLW,C585,PCN,C612,0,10907.15,10907.15
BMU,C060,PCN,C612,0,9418.191,9418.191
ISL,C352,PCN,C612,0,13386.06,13386.06
PRY,C600,PCN,C612,0,7194.97,7194.97
FLK,C238,PCN,C612,0,6649.962,6649.962
FSM,C583,PCN,C612,0,8525.014,8525.014
ERI,C232,PCN,C612,0,18453.74,18453.74
MNG,C496,PCN,C612,0,14491.92,14491.92
BFA,C854,PCN,C612,0,14448.69,14448.69
MDA,C498,PCN,C612,0,16962.84,16962.84
CRI,C188,PCN,C612,0,6333.172,6333.172
WSM,C882,PCN,C612,0,6187.661,6187.661
COK,C184,PCN,C612,0,3062.218,3062.218
KGZ,C417,PCN,C612,0,17033.22,17033.22
SAU,C682,PCN,C612,0,19712.39,19712.39
SLB,C090,PCN,C612,0,7560.415,7560.415
GRC,C300,PCN,C612,0,17178.02,17178.02
ZMB,C894,PCN,C612,0,14947.71,14947.71
HKG,C344,PCN,C612,0,13541.12,13541.12
MRT,C478,PCN,C612,0,13236.32,13236.32
GMB,C270,PCN,C612,0,12986.24,12986.24
UKR,C804,PCN,C612,0,16757.36,16757.36
GHA,C288,PCN,C612,0,14269.15,14269.15
BEL,C056,PCN,C612,0,15225.92,15225.92
GLP,C312,PCN,C612,0,8703.819,8703.819
VCT,C670,PCN,C612,0,8592.961,8592.961
DOM,C214,PCN,C612,0,8132.86,8132.86
JOR,C400,PCN,C612,0,18468.3,18468.3
LTU,C440,PCN,C612,0,16168.18,16168.18
BRN,C096,PCN,C612,0,12760.75,12760.75
BHS,C044,PCN,C612,0,7960.161,7960.161
LCA,C662,PCN,C612,0,8661.833,8661.833
DMA,C212,PCN,C612,0,8696.528,8696.528
SWE,C752,PCN,C612,0,15492.25,15492.25
GNQ,C226,PCN,C612,0,15039.45,15039.45
CUB,C192,PCN,C612,0,7429.53,7429.53
VNM,C704,PCN,C612,0,14325.38,14325.38
MDG,C450,PER,C604,0,13043.2,13043.2
LBY,C434,PER,C604,0,10756.65,10756.65
FRA,C250,PER,C604,0,10268.11,10268.11
EST,C233,PER,C604,0,11841.25,11841.25
NER,C562,PER,C604,0,9184.51,9184.51
GUF,C254,PER,C604,0,3327.954,3327.954
REU,C638,PER,C604,0,13675.72,13675.72
SPM,C666,PER,C604,0,6864.571,6864.571
TTO,C780,PER,C604,0,3057.935,3057.935
PHL,C608,PER,C604,0,18063.47,18063.47
ABW,C533,PER,C604,0,2848.861,2848.861
SMR,C674,PER,C604,0,10911.55,10911.55
DZA,C012,PER,C604,0,9955.96,9955.96
COL,C170,PER,C604,1,1875.294,1875.294
AND,C020,PER,C604,0,10007.42,10007.42
AUS,C036,PER,C604,0,12809.17,12861.16
MOZ,C508,PER,C604,0,11324.34,11324.34
NIU,C570,PER,C604,0,9876.171,9876.171
KHM,C116,PER,C604,0,19812.04,19812.04
TJK,C762,PER,C604,0,15555.19,15555.19
NZL,C554,PER,C604,0,10475.75,10475.75
NIC,C558,PER,C604,0,2880.749,2880.749
LAO,C418,PER,C604,0,19378.16,19378.16
CUB,C192,PER,C604,0,3962.969,3962.969
WLF,C876,PER,C604,0,10675.52,10675.52
BEN,C204,PER,C604,0,9040.029,9071.257
SOM,C706,PER,C604,0,13586.86,13586.86
IRN,C364,PER,C604,0,14253.49,14253.49
TMP,,PER,C604,0,16633.7,16633.7
MKD,C807,PER,C604,0,11614.27,11614.27
CHN,C156,PER,C604,0,16666.29,16666.29
DOM,C214,PER,C604,0,3497.93,3497.93
PRT,C620,PER,C604,0,9020.645,9020.645
LSO,C426,PER,C604,0,10728.2,10728.2
GBR,C826,PER,C604,0,10182.22,10182.22
SVN,C705,PER,C604,0,11101.82,11101.82
UGA,C800,PER,C604,0,12159.83,12159.83
YEM,C887,PER,C604,0,13693.83,13693.83
SYC,C690,PER,C604,0,14459.83,14459.83
EGY,C818,PER,C604,0,12438.79,12438.79
TUN,C788,PER,C604,0,10581.03,10581.03
KNA,C659,PER,C604,0,3630.224,3630.224
PAK,C586,PER,C604,0,16173.1,16173.1
OMN,C512,PER,C604,0,15188.66,15188.66
BHR,C048,PER,C604,0,14353.76,14353.76
THA,C764,PER,C604,0,19711.86,19711.86
GNB,C624,PER,C604,0,7288.304,7288.304
MSR,C500,PER,C604,0,3596.942,3596.942
RWA,C646,PER,C604,0,11830.29,11830.29
PNG,C598,PER,C604,0,14589.53,14589.53
PCN,C612,PER,C604,0,5740.82,5740.82
LVA,C428,PER,C604,0,11818.84,11818.84
HRV,C191,PER,C604,0,11210.98,11210.98
TUR,C792,PER,C604,0,12235.42,12570.07
MNP,C580,PER,C604,0,15398.93,15398.93
CYM,C136,PER,C604,0,3526.951,3526.951
BRN,C096,PER,C604,0,18490.1,18490.1
SDN,C729,PER,C604,0,12447.11,12447.11
SYR,C760,PER,C604,0,12915.73,12915.73
DNK,C208,PER,C604,0,11103.5,11103.5
MDA,C498,PER,C604,0,12200.8,12200.8
UZB,C860,PER,C604,0,15419.83,15419.83
NCL,C540,PER,C604,0,12123.21,12123.21
AZE,C031,PER,C604,0,13989.34,13989.34
SEN,C686,PER,C604,0,7212.147,7212.147
ATG,C028,PER,C604,0,3658.705,3658.705
ITA,C380,PER,C604,0,10875.48,10875.48
AGO,C024,PER,C604,0,9843.897,9843.897
VUT,C548,PER,C604,0,12124.34,12124.34
SHN,C654,PER,C604,0,7680.931,7680.931
LBR,C430,PER,C604,0,7615.403,7615.403
BFA,C854,PER,C604,0,8757.104,8757.104
ALB,C008,PER,C604,0,11472.13,11472.13
ZAR,,PER,C604,0,10171.67,10171.67
TKM,C795,PER,C604,0,14769.9,14769.9
GIN,C324,PER,C604,0,7196.93,7196.93
BRA,C076,PER,C604,1,3455.375,3171.635
BGD,C050,PER,C604,0,18180.65,18180.65
MAC,C446,PER,C604,0,18437.18,18437.18
KWT,C414,PER,C604,0,14058.76,14058.76
GMB,C270,PER,C604,0,7246.72,7246.72
MEX,C484,PER,C604,0,4264.224,4264.224
AUT,C040,PER,C604,0,11269.33,11269.33
URY,C858,PER,C604,0,3299.799,3299.799
CHL,C152,PER,C604,1,2468.643,2468.643
CZE,C203,PER,C604,0,11151.94,11151.94
NLD,C528,PER,C604,0,10542.52,10542.52
VGB,C092,PER,C604,0,3663.938,3663.938
SUR,C740,PER,C604,0,3135.013,3135.013
BLZ,C084,PER,C604,0,3509.392,3509.392
TUV,C798,PER,C604,0,11293.62,11293.62
SGP,C702,PER,C604,0,18825.88,18825.88
PRK,C408,PER,C604,0,16286.49,16286.49
HND,C340,PER,C604,0,3123.173,3123.173
BRB,C052,PER,C604,0,3401.487,3401.487
GUY,C328,PER,C604,0,2962.534,2962.534
TZA,C834,PER,C604,0,12682.22,12324.57
SWZ,C748,PER,C604,0,11174.17,11174.17
SLV,C222,PER,C604,0,3164.151,3164.151
PAL,,PER,C604,0,12745.46,12745.46
TGO,C768,PER,C604,0,8908.42,8908.42
GRL,C304,PER,C604,0,8757.437,8757.437
ROM,,PER,C604,0,11998.69,11998.69
ECU,C218,PER,C604,1,1330.425,1330.425
ZWE,C716,PER,C604,0,11464.02,11464.02
KEN,C404,PER,C604,0,12579.27,12579.27
PRI,C630,PER,C604,0,3604.3,3604.3
IRL,C372,PER,C604,0,9864.613,9864.613
TCA,C796,PER,C604,0,3791.487,3791.487
CYP,C196,PER,C604,0,12636.7,12636.7
BDI,C108,PER,C604,0,11712.3,11712.3
BIH,C070,PER,C604,0,11383.25,11383.25
NAM,C516,PER,C604,0,9920.627,9920.627
JAM,C388,PER,C604,0,3346.508,3346.508
VNM,C704,PER,C604,0,18993.92,18993.92
FRO,C234,PER,C604,0,10210.37,10210.37
LUX,C442,PER,C604,0,10557.05,10557.05
MLT,C470,PER,C604,0,10943.57,10943.57
VCT,C670,PER,C604,0,3313.184,3313.184
COG,C178,PER,C604,0,10166.01,10166.01
TWN,C158,PER,C604,0,17603.71,17603.71
MYS,C458,PER,C604,0,19026.41,19026.41
ERI,C232,PER,C604,0,13121.37,13121.37
PLW,C585,PER,C604,0,16536.47,16536.47
PAN,C591,PER,C604,0,2358.473,2358.473
BEL,C056,PER,C604,0,10464.8,10464.8
CXR,C162,PER,C604,0,17509.17,17509.17
AIA,C660,PER,C604,0,3707.215,3707.215
IND,C356,PER,C604,0,16792.93,16792.93
ARG,C032,PER,C604,0,3133.925,3133.925
KOR,C410,PER,C604,0,16329.76,16329.76
DMA,C212,PER,C604,0,3504.251,3504.251
CIV,C384,PER,C604,0,8308.706,8214.98
POL,C616,PER,C604,0,11625.44,11625.44
GEO,C268,PER,C604,0,13540.2,13540.2
YUG,,PER,C604,0,11555.25,11555.25
KIR,C296,PER,C604,0,12203.3,12203.3
QAT,C634,PER,C604,0,14453.62,14453.62
GAB,C266,PER,C604,0,9641.386,9641.386
KAZ,C398,PER,C604,0,15760.42,14839.04
SLB,C090,PER,C604,0,13288.43,13288.43
AFG,C004,PER,C604,0,15811.19,15811.19
RUS,C643,PER,C604,0,12666.63,12666.63
MTQ,C474,PER,C604,0,3453.974,3453.974
JOR,C400,PER,C604,0,12885.94,12885.94
IRQ,C368,PER,C604,0,13668.45,13668.45
ISL,C352,PER,C604,0,9663.586,9663.586
LTU,C440,PER,C604,0,11907.21,11907.21
MHL,C584,PER,C604,0,12541.29,12541.29
TCD,C148,PER,C604,0,10515.42,10515.42
ISR,C376,PER,C604,0,12775.54,12775.54
GIB,C292,PER,C604,0,9221.854,9221.854
PYF,C258,PER,C604,0,7782.551,7782.551
ANT,C530,PER,C604,0,2838.757,2838.757
ETH,C231,PER,C604,0,13025.65,13025.65
ARM,C051,PER,C604,0,13549.98,13549.98
MAR,C504,PER,C604,0,9010.541,9010.541
SVK,C703,PER,C604,0,11327.91,11327.91
HKG,C344,PER,C604,0,18392.68,18392.68
ESP,C724,PER,C604,0,9521.563,9521.563
FLK,C238,PER,C604,0,4734.674,4734.674
NFK,C574,PER,C604,0,11689.15,11689.15
LKA,C144,PER,C604,0,17436.53,17436.53
BWA,C072,PER,C604,0,10729.36,10729.36
MLI,C466,PER,C604,0,8108.13,8108.13
MNG,C496,PER,C604,0,16032.68,16032.68
ZAF,C710,PER,C604,0,9768.005,10918.97
CCK,C166,PER,C604,0,17213.79,17213.79
TKL,C772,PER,C604,0,10339.35,10339.35
BMU,C060,PER,C604,0,5110.925,5110.925
SAU,C682,PER,C604,0,13978.29,13978.29
BHS,C044,PER,C604,0,4138.589,4138.589
COM,C174,PER,C604,0,12929.22,12929.22
FSM,C583,PER,C604,0,13945.53,13945.53
USA,C840,PER,C604,0,5890.553,5672.588
CAF,C140,PER,C604,0,10734.48,10734.48
CRI,C188,PER,C604,0,2577.433,2577.433
CAN,C124,PER,C604,0,6209.441,6403.348
ARE,C784,PER,C604,0,14751.96,14751.96
CPV,C132,PER,C604,0,6623.425,6623.425
ESH,C732,PER,C604,0,8157.589,8157.589
GRD,C308,PER,C604,0,3177.656,3177.656
MMR,C104,PER,C604,0,19136.16,19136.16
FJI,C242,PER,C604,0,11092.99,11092.99
PER,C604,PER,C604,0,426.4046,426.4046
WSM,C882,PER,C604,0,11915.76,11915.76
PRY,C600,PER,C604,0,2508.028,2508.028
FIN,C246,PER,C604,0,11849.47,11849.47
LBN,C422,PER,C604,0,12838.48,12838.48
DJI,C262,PER,C604,0,13533.7,13533.7
ZMB,C894,PER,C604,0,11255.66,11255.66
TON,C776,PER,C604,0,10362.54,10362.54
NGA,C566,PER,C604,0,9143.533,9610.001
STP,C678,PER,C604,0,9343.331,9343.331
IDN,C360,PER,C604,0,17961.38,17961.38
KGZ,C417,PER,C604,0,15651.88,15651.88
SLE,C694,PER,C604,0,7417.191,7417.191
BOL,C068,PER,C604,1,1075.675,1483.718
GRC,C300,PER,C604,0,11781.63,11781.63
GLP,C312,PER,C604,0,3553.215,3553.215
NPL,C524,PER,C604,0,17506.51,17506.51
CMR,C120,PER,C604,0,9951.064,9951.064
GNQ,C226,PER,C604,0,9653.889,9653.889
NRU,C520,PER,C604,0,12831.49,12831.49
UKR,C804,PER,C604,0,12293.23,12293.23
GTM,C320,PER,C604,0,3325.267,3325.267
DEU,C276,PER,C604,0,10659.87,11114.22
BGR,C100,PER,C604,0,11768.54,11768.54
HUN,C348,PER,C604,0,11462.46,11462.46
MWI,C454,PER,C604,0,11875.83,11875.83
BLR,C112,PER,C604,0,12054.88,12054.88
HTI,C332,PER,C604,0,3450.387,3450.387
BTN,C064,PER,C604,0,17832.99,17832.99
LCA,C662,PER,C604,0,3404.468,3404.468
MDV,C462,PER,C604,0,16670.91,16670.91
MRT,C478,PER,C604,0,7503.793,7503.793
COK,C184,PER,C604,0,8788.967,8788.967
JPN,C392,PER,C604,0,15505.62,15505.62
NOR,C578,PER,C604,0,11058.24,11058.24
GHA,C288,PER,C604,0,8720.128,8720.128
SWE,C752,PER,C604,0,11463.65,11463.65
VEN,C862,PER,C604,0,2761.299,2761.299
MUS,C480,PER,C604,0,13897.23,13897.23
CHE,C756,PER,C604,0,10585.31,10585.31
THA,C764,PHL,C608,0,2210.015,2210.015
MDG,C450,PHL,C608,0,8869.478,8869.478
NIU,C570,PHL,C608,0,8445.88,8445.88
IRN,C364,PHL,C608,0,7238.671,7238.671
BIH,C070,PHL,C608,0,9867.146,9867.146
MDV,C462,PHL,C608,0,5332.038,5332.038
GBR,C826,PHL,C608,0,10745.17,10745.17
CHN,C156,PHL,C608,0,2850.319,2850.319
NCL,C540,PHL,C608,0,6438.072,6438.072
ZWE,C716,PHL,C608,0,10501.68,10501.68
GMB,C270,PHL,C608,0,14415.3,14415.3
IND,C356,PHL,C608,0,4756.725,4756.725
ATG,C028,PHL,C608,0,16486.75,16486.75
LCA,C662,PHL,C608,0,16839.76,16839.76
SMR,C674,PHL,C608,0,10308.08,10308.08
GIN,C324,PHL,C608,0,14551.15,14551.15
WLF,C876,PHL,C608,0,7586.945,7586.945
EST,C233,PHL,C608,0,8966.789,8966.789
QAT,C634,PHL,C608,0,7287.287,7287.287
AUS,C036,PHL,C608,0,6275.747,6300.282
REU,C638,PHL,C608,0,8173.493,8173.493
NZL,C554,PHL,C608,0,8518.801,8518.801
MAC,C446,PHL,C608,0,1155.78,1155.78
AZE,C031,PHL,C608,0,7375.604,7375.604
CHL,C152,PHL,C608,0,17626.81,17626.81
AFG,C004,PHL,C608,0,5617.854,5617.854
ABW,C533,PHL,C608,0,16773.43,16773.43
ZAF,C710,PHL,C608,0,12058.02,10985.64
SUR,C740,PHL,C608,0,17715.82,17715.82
PAL,,PHL,C608,0,8850.241,8850.241
LBR,C430,PHL,C608,0,14219.56,14219.56
BDI,C108,PHL,C608,0,10288.88,10288.88
BEN,C204,PHL,C608,0,12851.21,12819.73
CYP,C196,PHL,C608,0,8874.548,8874.548
NIC,C558,PHL,C608,0,15805.51,15805.51
ITA,C380,PHL,C608,0,10397.98,10397.98
PHL,C608,PHL,C608,0,206.0129,206.0129
SLB,C090,PHL,C608,0,5068.461,5068.461
CUB,C192,PHL,C608,0,15122.36,15122.36
VUT,C548,PHL,C608,0,6321.162,6321.162
EGY,C818,PHL,C608,0,9182.301,9182.301
YEM,C887,PHL,C608,0,8199.892,8199.892
PRK,C408,PHL,C608,0,2754.58,2754.58
AGO,C024,PHL,C608,0,12159.63,12159.63
PNG,C598,PHL,C608,0,3941.071,3941.071
KIR,C296,PHL,C608,0,5919.612,5919.612
HRV,C191,PHL,C608,0,9976.668,9976.668
BWA,C072,PHL,C608,0,11190.54,11190.54
DZA,C012,PHL,C608,0,11378.64,11378.64
CZE,C203,PHL,C608,0,9908.748,9908.748
NAM,C516,PHL,C608,0,12033.56,12033.56
GNB,C624,PHL,C608,0,14415.34,14415.34
MDA,C498,PHL,C608,0,8992.259,8992.259
LUX,C442,PHL,C608,0,10470.38,10470.38
TWN,C158,PHL,C608,0,1166.435,1166.435
ZAR,,PHL,C608,0,11823.26,11823.26
ALB,C008,PHL,C608,0,9850.101,9850.101
AUT,C040,PHL,C608,0,9853.35,9853.35
BGD,C050,PHL,C608,0,3363.789,3363.789
LVA,C428,PHL,C608,0,9066.912,9066.912
ECU,C218,PHL,C608,0,17359.48,17359.48
SWE,C752,PHL,C608,0,9333.17,9333.17
OMN,C512,PHL,C608,0,6583.553,6583.553
JOR,C400,PHL,C608,0,8702.775,8702.775
PRT,C620,PHL,C608,0,12150.06,12150.06
MSR,C500,PHL,C608,0,16530.83,16530.83
SVN,C705,PHL,C608,0,10071.6,10071.6
ROM,,PHL,C608,0,9261.544,9261.544
JAM,C388,PHL,C608,0,15916.57,15916.57
FJI,C242,PHL,C608,0,7279.348,7279.348
SYR,C760,PHL,C608,0,8638.246,8638.246
TZA,C834,PHL,C608,0,9319.541,9679.222
PCN,C612,PHL,C608,0,12582.49,12582.49
KNA,C659,PHL,C608,0,16460.45,16460.45
TTO,C780,PHL,C608,0,17210.23,17210.23
MOZ,C508,PHL,C608,0,10565.69,10565.69
LBY,C434,PHL,C608,0,10739.39,10739.39
HND,C340,PHL,C608,0,15578.9,15578.9
DNK,C208,PHL,C608,0,9785.596,9785.596
COL,C170,PHL,C608,0,17255.37,17255.37
TJK,C762,PHL,C608,0,5738.535,5738.535
MWI,C454,PHL,C608,0,10107.59,10107.59
AIA,C660,PHL,C608,0,16352.84,16352.84
PRI,C630,PHL,C608,0,16273.26,16273.26
BRB,C052,PHL,C608,0,16948.34,16948.34
ISR,C376,PHL,C608,0,8808.466,8808.466
TMP,,PHL,C608,0,2630.413,2630.413
KAZ,C398,PHL,C608,0,5250.611,5987.6
UGA,C800,PHL,C608,0,9833.455,9833.455
POL,C616,PHL,C608,0,9397.381,9397.381
LSO,C426,PHL,C608,0,11137.52,11137.52
NFK,C574,PHL,C608,0,7009.13,7009.13
PAK,C586,PHL,C608,0,5244.026,5244.026
MTQ,C474,PHL,C608,0,16774.24,16774.24
PYF,C258,PHL,C608,0,10447.28,10447.28
SWZ,C748,PHL,C608,0,10716.08,10716.08
IDN,C360,PHL,C608,0,2792.088,2792.088
JPN,C392,PHL,C608,0,2999.541,2999.541
MEX,C484,PHL,C608,0,14231.54,14231.54
BEL,C056,PHL,C608,0,10515.8,10515.8
CPV,C132,PHL,C608,0,14925.52,14925.52
MNP,C580,PHL,C608,0,2664.892,2664.892
GUF,C254,PHL,C608,0,17735.78,17735.78
ETH,C231,PHL,C608,0,8924.42,8924.42
SPM,C666,PHL,C608,0,13207.03,13207.03
TGO,C768,PHL,C608,0,12981.53,12981.53
FRA,C250,PHL,C608,0,10751.64,10751.64
WSM,C882,PHL,C608,0,6425.086,6425.086
SLV,C222,PHL,C608,0,15459.34,15459.34
LTU,C440,PHL,C608,0,9051.349,9051.349
VCT,C670,PHL,C608,0,16928.41,16928.41
URY,C858,PHL,C608,0,17756.3,17756.3
TUR,C792,PHL,C608,0,9121.324,8821.542
ARE,C784,PHL,C608,0,7004.581,7004.581
ANT,C530,PHL,C608,0,16866.3,16866.3
TON,C776,PHL,C608,0,8024.459,8024.459
LAO,C418,PHL,C608,0,1992.991,1992.991
AND,C020,PHL,C608,0,11174.03,11174.03
SOM,C706,PHL,C608,0,8411.052,8411.052
COG,C178,PHL,C608,0,11828.65,11828.65
NGA,C566,PHL,C608,0,12750.31,12264.32
ARM,C051,PHL,C608,0,7832.967,7832.967
GRC,C300,PHL,C608,0,9638.198,9638.198
MLT,C470,PHL,C608,0,10487.8,10487.8
TCD,C148,PHL,C608,0,11348.38,11348.38
SEN,C686,PHL,C608,0,14417.17,14417.17
BRA,C076,PHL,C608,0,18396.48,18832.29
LBN,C422,PHL,C608,0,8705.978,8705.978
TUN,C788,PHL,C608,0,10803.99,10803.99
CRI,C188,PHL,C608,0,16144.64,16144.64
VGB,C092,PHL,C608,0,16302.97,16302.97
SAU,C682,PHL,C608,0,7772.693,7772.693
MNG,C496,PHL,C608,0,3925.72,3925.72
ARG,C032,PHL,C608,0,17801.66,17801.66
GIB,C292,PHL,C608,0,12054.04,12054.04
CIV,C384,PHL,C608,0,13571.69,13640.29
HKG,C344,PHL,C608,0,1114.391,1114.391
PER,C604,PHL,C608,0,18063.47,18063.47
ISL,C352,PHL,C608,0,10716.95,10716.95
BRN,C096,PHL,C608,0,1262.339,1262.339
LKA,C144,PHL,C608,0,4567.657,4567.657
CYM,C136,PHL,C608,0,15534.48,15534.48
NLD,C528,PHL,C608,0,10399.29,10399.29
BLZ,C084,PHL,C608,0,15213.29,15213.29
KWT,C414,PHL,C608,0,7594.989,7594.989
DJI,C262,PHL,C608,0,8400.443,8400.443
ESH,C732,PHL,C608,0,13241.79,13241.79
MMR,C104,PHL,C608,0,2666.426,2666.426
GNQ,C226,PHL,C608,0,12282.21,12282.21
SVK,C703,PHL,C608,0,9799.565,9799.565
CAN,C124,PHL,C608,0,13226.18,13143.47
KEN,C404,PHL,C608,0,9421.542,9421.542
MYS,C458,PHL,C608,0,2470.863,2470.863
MHL,C584,PHL,C608,0,5541.873,5541.873
PLW,C585,PHL,C608,0,1683.642,1683.642
BGR,C100,PHL,C608,0,9531.146,9531.146
PAN,C591,PHL,C608,0,16572.34,16572.34
HTI,C332,PHL,C608,0,16064.79,16064.79
IRQ,C368,PHL,C608,0,7892.987,7892.987
GRD,C308,PHL,C608,0,17049.14,17049.14
DEU,C276,PHL,C608,0,10320.74,9871.489
NPL,C524,PHL,C608,0,3958.067,3958.067
GLP,C312,PHL,C608,0,16613.34,16613.34
DMA,C212,PHL,C608,0,16694.13,16694.13
BHR,C048,PHL,C608,0,7367.545,7367.545
GUY,C328,PHL,C608,0,17651.98,17651.98
GEO,C268,PHL,C608,0,7799.033,7799.033
ESP,C724,PHL,C608,0,11665.22,11665.22
CAF,C140,PHL,C608,0,11216.93,11216.93
MKD,C807,PHL,C608,0,9696.854,9696.854
ZMB,C894,PHL,C608,0,10727.69,10727.69
PRY,C600,PHL,C608,0,18841.8,18841.8
UKR,C804,PHL,C608,0,8801.368,8801.368
BMU,C060,PHL,C608,0,14776.02,14776.02
RUS,C643,PHL,C608,0,8257.32,8257.32
TCA,C796,PHL,C608,0,15805.98,15805.98
CMR,C120,PHL,C608,0,11990.29,11990.29
CCK,C166,PHL,C608,0,4023.089,4023.089
FRO,C234,PHL,C608,0,10367.92,10367.92
SDN,C729,PHL,C608,0,9422.133,9422.133
GAB,C266,PHL,C608,0,12322.55,12322.55
MLI,C466,PHL,C608,0,13640.63,13640.63
MRT,C478,PHL,C608,0,14065.96,14065.96
CHE,C756,PHL,C608,0,10523.38,10523.38
STP,C678,PHL,C608,0,12617.13,12617.13
NRU,C520,PHL,C608,0,5331.414,5331.414
TKL,C772,PHL,C608,0,7849.059,7849.059
IRL,C372,PHL,C608,0,10958.23,10958.23
BLR,C112,PHL,C608,0,8932.395,8932.395
SGP,C702,PHL,C608,0,2396.775,2396.775
FLK,C238,PHL,C608,0,15905.16,15905.16
SHN,C654,PHL,C608,0,14321.27,14321.27
BFA,C854,PHL,C608,0,13035.42,13035.42
ERI,C232,PHL,C608,0,8763.7,8763.7
COM,C174,PHL,C608,0,9051.291,9051.291
GTM,C320,PHL,C608,0,15279.11,15279.11
YUG,,PHL,C608,0,9677.129,9677.129
KGZ,C417,PHL,C608,0,5412.596,5412.596
MAR,C504,PHL,C608,0,12300.11,12300.11
DOM,C214,PHL,C608,0,16164.07,16164.07
VNM,C704,PHL,C608,0,1750.016,1750.016
KHM,C116,PHL,C608,0,1771.795,1771.795
USA,C840,PHL,C608,0,13680.8,13794.33
GRL,C304,PHL,C608,0,11241.28,11241.28
NER,C562,PHL,C608,0,12608.94,12608.94
NOR,C578,PHL,C608,0,9693.195,9693.195
SLE,C694,PHL,C608,0,14367.2,14367.2
MUS,C480,PHL,C608,0,7948.09,7948.09
CXR,C162,PHL,C608,0,3254.793,3254.793
BHS,C044,PHL,C608,0,15189.59,15189.59
TUV,C798,PHL,C608,0,6921.795,6921.795
HUN,C348,PHL,C608,0,9691.141,9691.141
SYC,C690,PHL,C608,0,7534.128,7534.128
UZB,C860,PHL,C608,0,5778.971,5778.971
VEN,C862,PHL,C608,0,17096.82,17096.82
KOR,C410,PHL,C608,0,2615.751,2615.751
FSM,C583,PHL,C608,0,4159.744,4159.744
BOL,C068,PHL,C608,0,19032.51,19206.02
RWA,C646,PHL,C608,0,10168.1,10168.1
BTN,C064,PHL,C608,0,3532.405,3532.405
TKM,C795,PHL,C608,0,6629.754,6629.754
COK,C184,PHL,C608,0,9526.958,9526.958
GHA,C288,PHL,C608,0,13171.45,13171.45
FIN,C246,PHL,C608,0,8935.669,8935.669
IRQ,C368,PLW,C585,0,9573.9,9573.9
SMR,C674,PLW,C585,0,11891.44,11891.44
JPN,C392,PLW,C585,0,3198.886,3198.886
NFK,C574,PLW,C585,0,5410.286,5410.286
ZAF,C710,PLW,C585,0,12867.03,11997.65
SYC,C690,PLW,C585,0,8875.507,8875.507
BDI,C108,PLW,C585,0,11737.42,11737.42
